,AcresBurned,ArchiveYear,Counties,CountyIds,CrewsInvolved,Fatalities,Latitude,Longitude,Name,PersonnelInvolved,Started,StructuresDamaged,StructuresDestroyed,UniqueId,Year,Month,Year-Month
1253,51.0,2018,San Luis Obispo,40,,,35.30151,-120.64398,Reservoir Fire,,2018-09-16 08:34:00+00:00,,,6832f18a-6515-4436-bf3b-553bf6302de4,2018,09,2018-09
1254,51.0,2018,Shasta,45,7.0,,40.824,-121.90215,Crestline Fire,192.0,2018-07-24 15:24:00+00:00,,,2fdf2c14-77b4-458c-96fc-bd883dec3ad3,2018,07,2018-07
1255,51.0,2018,Santa Clara,43,,,37.163594,-121.702547,Hale Fire,,2018-07-10 16:45:00+00:00,,,a125058d-abfe-4593-bd53-503ceea3f4f0,2018,07,2018-07
1256,50.0,2018,Lake,17,,,38.91152,-122.86854,Carder Fire,,2018-07-21 14:40:00+00:00,,1.0,d7745759-07bd-40a7-a66c-003b174851b2,2018,07,2018-07
1257,50.0,2018,Tehama,52,,,40.27754,-122.11375,Tuscan Fire,,2018-07-15 17:15:00+00:00,,,02ebd2cc-c4da-4508-92f6-30446d041ae9,2018,07,2018-07
1258,50.0,2018,Monterey,27,,,35.96689,-121.28185,Haycamp Fire,,2018-02-07 15:53:00+00:00,,,9d0be6f9-d61b-467d-be68-c8a48c0cf930,2018,02,2018-02
1259,48.0,2018,Alameda,1,,,37.699259999999995,-122.02805,Castro Fire,,2018-08-26 14:23:00+00:00,,,a2fbfcae-d658-41f4-88c6-98239d08ff29,2018,08,2018-08
1260,45.0,2018,Contra Costa,7,,,37.86339,-122.12351000000001,Buckingham Fire,,2018-07-02 14:25:00+00:00,,,f7bacdf4-ba33-436a-ad94-549395286fc2,2018,07,2018-07
1261,45.0,2018,Marin,21,,,38.07135,-122.76751000000002,Bridge Fire,,1969-12-31 16:00:00+00:00,,,49232e73-c3ba-4dc3-b673-b973a918fa7c,1969,12,1969-12
1262,43.0,2018,Butte,4,9.0,,39.57202,-121.43131000000001,Simmons Fire,168.0,2018-07-19 12:00:00+00:00,,,d56aeb11-09a3-4854-b422-9a1e41f18a51,2018,07,2018-07
1263,40.0,2018,Riverside,33,,,33.56921,-116.154398,Martinez Fire,,2018-07-23 14:55:00+00:00,,,e18c9556-706f-4bb7-b908-e7b44293923d,2018,07,2018-07
1264,40.0,2018,Mariposa,22,,,37.28365,-119.97546000000001,Ben Fire,,2018-07-19 13:07:00+00:00,,,e4c8aa24-e396-46d1-ae6e-bc9c7889967a,2018,07,2018-07
1265,40.0,2018,Contra Costa,7,,,37.779209,-121.908976,Iron Fire,,2018-06-19 15:19:00+00:00,,,2bee561f-fd8f-44ad-9c25-ccdc671029bc,2018,06,2018-06
1266,40.0,2018,Butte,4,,,39.549167,-121.521111,Oregon Fire,,2018-06-16 11:47:00+00:00,,,9b6b1707-4342-4b38-b4a2-1056c202a32a,2018,06,2018-06
1267,39.0,2018,San Benito,35,,,36.796,-121.40603999999999,Hidden Fire,,2018-07-25 14:11:00+00:00,,,708b3dde-3f1a-4813-8501-8a52bf3b1d9c,2018,07,2018-07
1268,38.0,2018,Shasta,45,,,40.60866,-122.38366,Masonic Fire,,2018-10-14 11:33:00+00:00,,,83c539f5-64c1-4156-86e5-ac6cf4c947d5,2018,10,2018-10
1269,38.0,2018,San Diego,37,,,32.78031,-117.06782,Adobe Fire,,2018-06-03 16:16:00+00:00,,,8efb9edc-dbe7-4824-9027-22993569f794,2018,06,2018-06
1270,37.0,2018,San Luis Obispo,40,,,35.64917,-120.71907,Mustang Fire,,2018-07-21 15:01:00+00:00,,,a710f41c-aa03-41e1-813f-a98812aea01b,2018,07,2018-07
1271,37.0,2018,Siskiyou,47,,,41.58233,-122.33769,Martin Fire,,2018-06-03 16:14:00+00:00,,,a9d772ae-90d9-4f8e-9fe7-342b4266dd52,2018,06,2018-06
1272,36.0,2018,Lake,17,,,38.981389,-122.97222,Ridge Fire,,2018-09-02 14:02:00+00:00,,,9b9b6d81-9590-48a0-a750-fc7da05bfecc,2018,09,2018-09
1273,36.0,2018,Riverside,33,,,33.640051,-117.08535400000001,Winchester Fire,,2018-08-27 10:49:00+00:00,,,e69be637-e9e9-4964-96ed-4d6a1a1c159d,2018,08,2018-08
1274,35.0,2018,Mendocino,23,,,39.62194,-123.28773999999999,Brushy Fire,,2018-11-08 11:58:00+00:00,,,10d67079-faa9-4034-a4d7-8346b450e7de,2018,11,2018-11
1275,35.0,2018,Riverside,33,,,33.759722,-117.460278,Terra Fire,,2018-08-06 14:19:00+00:00,,,dd114f40-6fcb-487b-931e-7a9107371daa,2018,08,2018-08
1276,35.0,2018,Shasta,45,,,40.95673,-121.6002,Corner Fire,,2018-07-29 16:22:00+00:00,,,46f35b6b-9c64-41e3-a7e2-f76dc6719145,2018,07,2018-07
1277,35.0,2018,San Benito,35,,,36.83036,-121.36446000000001,Fairview Fire,,2018-06-03 15:09:00+00:00,,,39ace715-e375-4083-a05c-7fb7448e17b9,2018,06,2018-06
1278,34.0,2018,Kern,15,,,35.17156,-118.51651000000001,Marcel Fire,,2018-08-17 18:47:00+00:00,,,b03ec37e-8596-4e7e-8826-729957a794f8,2018,08,2018-08
1279,34.0,2018,Alameda,1,,,37.711729999999996,-121.55604,Patterson Fire,,2018-07-25 16:05:00+00:00,,,f306893c-d6b5-4d68-a2a3-4a306822e041,2018,07,2018-07
1280,34.0,2018,Tulare,54,,,36.42638,-118.70443,Horse Creek Fire,,2018-07-19 16:25:00+00:00,,,f6693336-817b-4424-8aea-1c966fae5e23,2018,07,2018-07
1281,33.0,2018,Butte,4,4.0,,39.84151,-121.62168,Nimshew Fire,83.0,2018-09-24 00:41:00+00:00,,,9856efb8-4d41-4276-9d4e-a5b29d912996,2018,09,2018-09
1282,33.0,2018,Tehama,52,,,40.00293,-122.44008000000001,Lariat Fire,,2018-07-14 20:40:00+00:00,,,15d8c9e7-7029-4027-85d8-95f308f83790,2018,07,2018-07
1283,33.0,2018,San Bernardino,36,,,34.17711,-117.15381000000001,Creek Fire,,2018-06-30 12:12:00+00:00,,,d4618db6-e417-4590-8c1f-9b5ace341bb3,2018,06,2018-06
1284,33.0,2018,Tulare,54,,,0.0,0.0,Wilcox Fire,,2018-02-18 13:45:00+00:00,,,485eb9e1-80a1-4b95-a71e-8e43ccb1dd80,2018,02,2018-02
1285,32.0,2018,Fresno,10,,,36.938674,-119.3127769,Eagle Fire,,2018-10-02 15:45:00+00:00,,,8c4b830f-be4f-4469-9448-f0e98ea1d189,2018,10,2018-10
1286,32.0,2018,Riverside,33,,,33.97902,-117.20533999999999,Country Fire,,2018-08-25 11:58:00+00:00,,,2bdeaf01-fe98-4f63-b2e8-4857815bc87c,2018,08,2018-08
1287,32.0,2018,Lassen,18,,,41.08583,-121.05722,3-18 Fire,,2018-07-15 16:45:00+00:00,,,f141dba0-ae4b-4972-b926-81d1595d0917,2018,07,2018-07
1288,32.0,2018,Lake,17,,,38.886518,-122.476381,Creek Fire,,2018-06-16 14:04:00+00:00,,,af251be5-4fa6-4ced-954c-a0e0aa34a517,2018,06,2018-06
1289,31.0,2018,Shasta,45,,,40.62693,-122.23449,Vista Fire,,2018-07-08 14:41:00+00:00,,,9636bdf4-8754-4745-80c8-90a5fcd90ec2,2018,07,2018-07
1290,30.0,2018,Santa Clara,43,,,37.33563,-121.75815,Quimby Fire,,2018-09-23 16:23:00+00:00,,,04100255-b014-4a69-92c2-5388c7f9b9d6,2018,09,2018-09
1291,30.0,2018,Contra Costa,7,,,37.996179999999995,-122.14097,Alhambra Fire,,2018-08-17 19:19:00+00:00,,,f012f0ea-4102-47dc-9c6d-609ebac85142,2018,08,2018-08
1292,30.0,2018,Alameda,1,,,37.533026,-121.79733,Creek Fire,,2018-08-04 17:32:00+00:00,,,6bc7ef6f-2d81-4bdc-ab41-9db6af9d4abb,2018,08,2018-08
1293,30.0,2018,Riverside,33,,,33.85852,-117.43521000000001,Sobrante Fire,,2018-07-28 15:38:00+00:00,,,45845135-0abc-4964-9038-db1e26fa9b22,2018,07,2018-07
1294,30.0,2018,San Luis Obispo,40,,,35.685390000000005,-120.95156999999999,Rock Fire,,2018-07-21 15:50:00+00:00,,,5b5274df-2cb7-402e-b002-778cce00ac1d,2018,07,2018-07
1295,30.0,2018,Sacramento,34,,,38.595865,-121.17693,Grant Fire,,2018-06-29 15:46:00+00:00,,,c8060137-4a83-479b-9f36-429a698aac06,2018,06,2018-06
1296,30.0,2018,Fresno,10,,,35.92436,-119.94083,Aqueduct Fire,,2018-04-12 14:30:00+00:00,,,a97e2077-2013-459a-baa7-276781503e3c,2018,04,2018-04
1297,28.0,2018,San Diego,37,,,32.557565999999994,-116.8663,Border Fire,,2018-07-17 14:05:00+00:00,,,1dad019f-12c1-47a0-a20c-2408d942f1c4,2018,07,2018-07
1298,27.0,2018,Siskiyou,47,,,41.791859,-122.513883,Ager Fire,,2018-05-19 13:04:00+00:00,,,454ed7a0-3e17-47a6-9ff1-7a629471df5c,2018,05,2018-05
1299,26.0,2018,Tulare,54,,,35.826333,-118.9821,White Fire,,2018-05-18 11:00:00+00:00,,,0d030a31-8531-4172-88f1-08ac34c3d805,2018,05,2018-05
1300,25.0,2018,Riverside,33,,,33.80406,-116.93188,Soboba Fire,,2018-09-14 19:32:00+00:00,,,d5885e9d-1310-4f84-a658-d972d17ecad9,2018,09,2018-09
1301,25.0,2018,Contra Costa,7,,,38.015322999999995,-121.998967,Willow Fire,,2018-06-16 15:10:00+00:00,,,0ffbb118-8070-4220-95a7-cdef27b0a7ae,2018,06,2018-06
1302,25.0,2018,San Luis Obispo,40,,,35.71859,-120.64028,Vineyard Fire,,2018-05-29 13:11:00+00:00,,,4b641aa9-e8b4-492e-a181-f1bad47c4d6d,2018,05,2018-05
1303,24.0,2018,Lake,17,,,38.918420000000005,-122.85276,Kelsey Fire,,2018-09-03 13:58:00+00:00,,,1a3ccacd-e743-4a0b-97ab-4d99a133654e,2018,09,2018-09
1304,23.0,2018,Riverside,33,,,33.946896,-117.066643,Land Fire,,2018-08-22 13:45:00+00:00,,,f81830b2-ece2-4f59-87c7-fd43193bd996,2018,08,2018-08
1305,23.0,2018,Contra Costa,7,,,37.99113,-121.86473000000001,Glen Fire,,2018-06-02 12:42:00+00:00,,,abe0e447-8977-406f-9e13-5514f4e954bc,2018,06,2018-06
1306,23.0,2018,Tehama,52,,,40.201826000000004,-122.29388,Plymire Fire,,2018-06-01 16:07:00+00:00,,,b48e83d3-eb05-47df-a198-185912d8190e,2018,06,2018-06
1307,22.0,2018,Mariposa,22,,,37.69965,-120.0545,Wagner Fire,,2018-08-04 13:57:00+00:00,,7.0,deb9364c-ab73-4661-b287-2ffc1797296e,2018,08,2018-08
1308,21.0,2018,Riverside,33,,,33.86439,-117.48143999999999,Meadow Fire,,2018-04-09 18:18:00+00:00,,,9a49cf24-0e41-4817-b0d0-966e7b5c7e77,2018,04,2018-04
1309,20.0,2018,Contra Costa,7,,,37.81111,-121.7944,Morgan Fire,,2018-11-15 13:31:00+00:00,,,e83e7346-5b83-4e3a-845c-867fd84d17f0,2018,11,2018-11
1310,20.0,2018,Alameda,1,,,37.61158,-121.94181999999999,Niles Fire,,2018-11-14 14:56:00+00:00,,,03f49769-b928-44a5-be82-236d3d341eba,2018,11,2018-11
1311,20.0,2018,Santa Clara,43,,,37.07793,-121.600023,Church Fire,,2018-07-25 16:14:00+00:00,,,655b2bde-09c6-43b8-9cdb-43096bcf1155,2018,07,2018-07
1312,20.0,2018,Alameda,1,,,37.627119,-121.806775,Vallecitos Fire,,2018-06-17 15:56:00+00:00,,,1f49d4b1-f08f-4fce-8b55-48ff0e521a2f,2018,06,2018-06
1313,20.0,2018,Riverside,33,,,33.524412,-116.821724,Bridle Fire,,2018-06-14 17:02:00+00:00,,,764b9aac-411e-442d-a045-1bd02ec773c2,2018,06,2018-06
1314,20.0,2018,Butte,4,,,39.602703000000005,-121.617698,70 Fire,,2018-06-14 15:18:00+00:00,,,59b452f4-04fe-4251-8cf9-70dfc53ada0c,2018,06,2018-06
1315,20.0,2018,Los Angeles,19,,,34.110516,-118.42788600000002,Portola Fire ,,2018-06-12 14:56:00+00:00,,,7307857b-b127-4b3a-bf11-ee19d07e0736,2018,06,2018-06
1316,20.0,2018,Plumas,32,,,39.89075,-120.18498999999998,French Fire,,2018-04-26 15:00:00+00:00,,,508b3f52-3a8e-4572-99a9-73c28bbdfbef,2018,04,2018-04
1317,18.0,2018,San Diego,37,,,33.40178,-117.27467,Jacques Fire,,2018-05-09 22:00:00+00:00,,,f96cf1fb-78d6-4763-a754-23aac25a3b96,2018,05,2018-05
1318,18.0,2018,Riverside,33,,,33.887440000000005,-117.16232,Lago Fire,,2018-04-22 13:35:00+00:00,,,fb8c9354-384c-45ab-b209-4a0f6d234516,2018,04,2018-04
1319,17.0,2018,Santa Cruz,44,,,37.0125,-122.046,Rincon Fire,,2018-11-03 21:28:00+00:00,,,7d1f523d-6940-4b64-bc5a-7ecb5a63538a,2018,11,2018-11
1320,17.0,2018,Amador,3,,,38.265645,-120.892404,China Fire,,2018-06-17 13:58:00+00:00,,,43d24c96-7841-423f-9e14-bc9a7ff49416,2018,06,2018-06
1321,17.0,2018,Riverside,33,,,33.742,-117.28188999999999,Ethanac Fire,,2018-06-03 14:17:00+00:00,,,368fb83d-2660-4d9f-b6ad-0a2ef5de1e52,2018,06,2018-06
1322,16.0,2018,Nevada,29,,,39.10494,-121.07038999999999,Oak Fire,,2018-08-12 14:20:00+00:00,,,b2695350-87ea-49f4-a579-ce0c4cf7f926,2018,08,2018-08
1323,16.0,2018,Humboldt,12,,,41.34453,-123.85404,Johnson Fire,,2018-07-15 16:14:00+00:00,,,8c94a8f0-1d63-4ea7-88af-52fee196a9a6,2018,07,2018-07
1324,16.0,2018,Santa Clara,43,,,37.21803,-121.76828,Keeler Fire,,2018-05-27 17:05:00+00:00,,,7f775329-242f-4211-b564-92f90062c227,2018,05,2018-05
1325,15.0,2018,Siskiyou,47,,,41.940459999999995,-122.43933,Iron Gate Fire,,2018-10-10 21:50:00+00:00,,,28725d54-51bc-41f9-99ed-aca0396be12a,2018,10,2018-10
1326,15.0,2018,Modoc,25,,,41.521229999999996,-120.72362,Essex Fire,,2018-09-02 14:53:00+00:00,,,e9d48e43-940e-4151-9ffb-20881d03c151,2018,09,2018-09
1327,15.0,2018,Riverside,33,,,33.467999,-117.00382900000001,Woodchuck Fire,,2018-05-04 18:53:00+00:00,,,08a9481d-8742-4256-a419-2a59196e0a8d,2018,05,2018-05
1328,15.0,2018,Riverside,33,2.0,,33.711263,-116.16405800000001,Tyler Fire,105.0,2018-04-15 04:38:00+00:00,,,8b34406c-93b7-4a40-a832-2fc525876e59,2018,04,2018-04
1329,14.0,2018,San Diego,37,,,33.05737,-116.77153999999999,Casner Fire,,2018-08-06 10:31:00+00:00,,,775494c3-ae61-40aa-82b0-667a3ddcbdcc,2018,08,2018-08
1330,14.0,2018,San Luis Obispo,40,,,35.70086,-120.97339,Camp Fire,,2018-07-17 11:13:00+00:00,,,0194a44a-0c12-4e47-a053-f3b9b2382858,2018,07,2018-07
1331,14.0,2018,Lassen,18,,,39.99309,-120.02136999999999,3-2 Fire,,2018-07-14 15:00:00+00:00,,,b89ae0bb-4b8b-47f6-b7c6-5e689a265288,2018,07,2018-07
1332,14.0,2018,Yolo,57,,,38.64953,-122.01762,Madison FIre,,2018-06-01 13:31:00+00:00,,,4235f934-ed24-425d-821c-46363dcb16e8,2018,06,2018-06
1333,13.0,2018,Shasta,45,,,40.678889,-122.40055600000001,Ranchera Fire,,2018-09-04 14:43:00+00:00,,,20b57ee7-b0b7-47db-8a12-e5fcdb114459,2018,09,2018-09
1334,13.0,2018,San Diego,37,3.0,,33.04898,-116.78928,Cinnamon Fire,80.0,2018-07-20 13:07:00+00:00,1.0,0.0,05fb81ea-7e85-4d0d-9587-64c907a45561,2018,07,2018-07
1335,13.0,2018,Fresno,10,,,36.10499,-120.55323999999999,Coldwell Fire,,2018-06-02 09:55:00+00:00,,,af8fe898-e4a6-4b9f-86a5-e6fc3226832b,2018,06,2018-06
1336,12.0,2018,Shasta,45,,,40.496179999999995,-122.51597,Tower Fire,,2018-10-14 06:45:00+00:00,,,a8f54d41-fc8c-476c-9122-f1357aa166a0,2018,10,2018-10
1337,12.0,2018,El Dorado,9,,,38.7448,-120.65671999999999,Meyers Fire,,2018-09-20 12:39:00+00:00,,4.0,9ea41d38-ee7c-4394-9ea8-cbf33e788f13,2018,09,2018-09
1338,12.0,2018,San Bernardino,36,,,34.171786,-117.35606000000001,Gray Fire,,2018-07-13 14:32:00+00:00,,,8ff78ab4-378d-4e1b-9ba0-b90d8be07a06,2018,07,2018-07
1339,12.0,2018,Madera,20,,,37.227909999999994,-119.50461000000001,School Fire,,2018-07-10 17:31:00+00:00,,,f5d14543-5d98-41ca-99f5-09c1197161b2,2018,07,2018-07
1340,12.0,2018,Marin,21,,,37.97638,-122.5275,Mission Fire,,2018-06-09 15:30:00+00:00,,,5adaf6fa-0c4a-43e4-bd32-baa089a7f0b2,2018,06,2018-06
1341,12.0,2018,San Diego,37,,,33.40769,-117.22973999999999,Vista Fire,,2018-06-05 13:45:00+00:00,,,a43a2839-d85f-4152-ac07-4a29c31723cf,2018,06,2018-06
1342,12.0,2018,Siskiyou,47,,,41.64805,-122.98442,Meamber Fire,,2018-06-04 15:08:00+00:00,,,c48eaae5-afb4-472c-be65-7dfbb3c82f4d,2018,06,2018-06
1343,12.0,2018,San Luis Obispo,40,,,35.75737,-120.91793,Resort Fire,,2018-06-03 16:11:00+00:00,,,0fd4a4af-b243-4e88-b983-648d0c127f47,2018,06,2018-06
1344,12.0,2018,Napa,28,,,38.16303,-122.23058999999999,Bellagio Fire,,2018-05-21 11:56:00+00:00,,,03b0e3c2-7b65-4a7b-b061-d297ebd267f4,2018,05,2018-05
1345,12.0,2018,Alameda,1,,,37.73835,-121.6039,Grant Fire,,2018-05-14 13:06:00+00:00,,,f78b2acd-fff2-413a-93d6-8479e138120b,2018,05,2018-05
1346,12.0,2018,San Diego,37,,,33.12213,-116.58758999999999,Volcan Fire,,2018-05-10 20:41:00+00:00,,,81cf4d22-336d-4035-b2c3-5b5a8cf2fcc2,2018,05,2018-05
1347,11.0,2018,Butte,4,,,39.66492,-121.51772,Dark Fire,,2018-07-10 12:42:00+00:00,,,c2dc8734-e165-4fa1-9a1a-f393516bd5a5,2018,07,2018-07
1348,11.0,2018,Madera,20,,,37.198170000000005,-119.80413999999999,Cornerstone Fire,,2018-07-09 17:54:00+00:00,,,dc55524d-c29f-4990-8f73-2974348c7fc7,2018,07,2018-07
1349,11.0,2018,Riverside,33,,,33.47413,-117.31468000000001,Grande Fire,,2018-06-03 13:38:00+00:00,,,a0b7fa30-74d0-419f-927b-de29b0d00018,2018,06,2018-06
1350,11.0,2018,Shasta,45,,,40.4635,-121.77418999999999,Rock Fire,,2018-03-27 16:20:00+00:00,,,958c8ac0-6111-4d29-b5ac-8ca0e7a2f484,2018,03,2018-03
1351,10.0,2018,Santa Cruz,44,,,37.12857,-122.12036,Bear Fire ,,2018-11-16 11:01:00+00:00,,,b6fb27e6-073c-4092-b8a8-51e96be987a4,2018,11,2018-11
1352,10.0,2018,Humboldt,12,,,40.888785,-124.00184899999999,Green Hill Fire,,2018-11-12 17:39:00+00:00,,,116fabb6-7440-4d6d-aa89-668989c028db,2018,11,2018-11
1353,10.0,2018,Butte,4,,,39.93427,-121.54103,Powellton Fire,,2018-10-15 11:57:00+00:00,,,b8dc21be-0807-4434-9536-45a4a660ed83,2018,10,2018-10
1354,10.0,2018,Riverside,33,,,33.627006,-117.17173100000001,Keller Fire,,2018-08-19 15:55:00+00:00,,,23f8d2d9-0e9e-4f07-b830-8c02cf74b5d0,2018,08,2018-08
1355,10.0,2018,Napa,28,,,38.272290000000005,-122.26388999999999,Syar Fire,,2018-08-09 14:21:00+00:00,,,1bdf7030-adc6-442f-ab31-d182e53b4a73,2018,08,2018-08
1356,10.0,2018,Siskiyou,47,,,41.632373,-122.37985,Lott Fire,,2018-07-17 19:03:00+00:00,,,14207c18-f9a3-4a69-9f3a-d778d2f6960f,2018,07,2018-07
1357,10.0,2018,San Diego,37,,,32.619855,-116.764733,Building Fire,,2018-07-06 10:11:00+00:00,,,59c697e4-5083-4f45-b03a-ef580f6618dd,2018,07,2018-07
1358,10.0,2018,Butte,4,,,39.6139,-121.954098,Llano Fire,,2018-06-29 11:44:00+00:00,,,465ed1e1-89be-4556-b616-834b65746005,2018,06,2018-06
1359,10.0,2018,San Luis Obispo,40,,,35.05747,-120.39295,Creek Fire,,2018-06-21 16:45:00+00:00,,12.0,d752892a-9bdf-4b91-83f0-2d3f94c3f370,2018,06,2018-06
1360,10.0,2018,Monterey,27,,,35.77017,-120.57833000000001,Ranchita Fire,,2018-06-19 16:06:00+00:00,,,b2adde70-a40e-4b81-9f5f-8f6b96042af2,2018,06,2018-06
1361,10.0,2018,Sonoma,49,,,38.245151,-122.44408,Pallet Fire,,2018-06-05 13:03:00+00:00,,,6eed6c93-14f3-450a-80c8-65c5450a8cbd,2018,06,2018-06
1362,10.0,2018,San Diego,37,,,32.75072,-116.92403999999999,Green Fire,,2018-06-03 18:23:00+00:00,,,60041942-db7c-4c3d-8a94-151addbd9d20,2018,06,2018-06
1363,10.0,2018,Tehama,52,,,39.80827,-122.3307,Black Fire,,2018-06-03 08:55:00+00:00,,,2d27a570-a8b0-4332-a40a-3afb8f2a575c,2018,06,2018-06
1364,10.0,2018,Riverside,33,,,33.450140000000005,-117.22215,Jardin Fire,,2018-06-02 15:53:00+00:00,,,c88bdcbd-2592-44d2-b44d-1c5a37593ffb,2018,06,2018-06
1365,10.0,2018,Riverside,33,,,33.53924,-116.10231,70th Fire,,2018-05-28 07:23:00+00:00,,,79dee087-3393-473f-aaa9-5d253cc5e1fa,2018,05,2018-05
1366,0.0,2018,Butte,4,,,39.71217,-121.77385,Honey Flooding,,2018-11-29 23:30:00+00:00,,,e6b8af54-15fb-42bb-8be9-f323c9d5cc78,2018,11,2018-11
1367,0.0,2018,Humboldt,12,,,40.70258,-123.55011999999999,Grape Fire,,2018-04-24 16:59:00+00:00,,,d6753341-5c6f-4530-9c02-25974496ddc8,2018,04,2018-04
1368,0.0,2018,Santa Barbara,"42,56",,,0.0,0.0,Montecito Flooding / Mudflows,,2018-01-09 04:00:00+00:00,,,23cbd274-ded3-43ea-9174-b5615eac3244,2018,01,2018-01
1370,1806.0,2019,Ventura,56,,,34.282179,-118.803389,Easy Fire,,2019-10-30 07:45:14+00:00,,,00e6d6d5-f168-45fa-817a-f7758a5170b7,2019,10,2019-10
1371,1300.0,2019,Mariposa,22,,,37.536069,-120.17701799999999,Gaines Fire,,2019-08-16 14:11:02+00:00,,,547b7d19-9b75-4c11-8b88-56adb6460a3c,2019,08,2019-08
1372,1011.0,2019,Riverside,33,10.0,2.0,33.9925,-117.05916699999999,Sandalwood Fire,247.0,2019-10-10 15:38:44+00:00,16.0,74.0,7ff84b11-c3fb-4f5c-8a00-07243d4a4e33,2019,10,2019-10
1373,605.0,2019,Tehama,52,,,40.001709999999996,-122.25421000000001,Rawson Fire,,2019-10-27 02:47:20+00:00,,,828b2492-fc44-4fc0-97fa-f0b439e6fa0d,2019,10,2019-10
1374,494.0,2019,Riverside,33,5.0,,34.01778,-117.4625,Hill Fire ,126.0,2019-10-30 11:19:00+00:00,,,8f23653c-1a4c-4609-bfb3-72b1665eab69,2019,10,2019-10
1375,355.0,2019,Placer,31,,,38.838992,-121.325842,Foothills Fire,,2019-11-25 12:39:44+00:00,,,77d64e4c-a50f-4f4d-a750-e6a6f0ddadc9,2019,11,2019-11
1376,289.0,2019,Monterey,"27,40",,,35.790690000000005,-120.73102,Cross Fire,,2019-10-09 06:52:14+00:00,,,207f72f7-1453-40dc-919e-3551f7041b22,2019,10,2019-10
1378,149.0,2019,Mariposa,22,,,37.241427,-120.027731,Valley Fire,,2019-07-21 12:01:40+00:00,,,f8a2fd4a-286e-4688-8a5c-fa2ad98751ab,2019,07,2019-07
1379,137.0,2019,Fresno,10,,,36.319291,-120.46018899999999,Mud Fire ,,2019-10-18 12:17:32+00:00,,,ff8701f0-a12a-4b40-baa9-b58c4e2e31f3,2019,10,2019-10
1380,107.0,2019,Lassen,18,,,40.900458,-121.320838,3-2 Willow (Previously H-1 Fire),,2019-08-07 18:48:57+00:00,,,9a9bc21f-36f5-4092-b98e-c0d584d198db,2019,08,2019-08
1381,75.0,2019,Riverside,33,,,33.8615,-116.897333,Wolf Fire,,2019-10-10 18:36:46+00:00,,,d37acb3f-94c8-47ef-b3da-6eb0d7353aa7,2019,10,2019-10
1382,40.0,2019,Contra Costa,7,,,37.828267,-122.103867,Merrill Fire,,2019-10-10 06:42:19+00:00,,,19578ef2-6101-45b0-a82e-db3004c3a8a5,2019,10,2019-10
1383,37.0,2019,San Diego,37,4.0,,33.259861,-117.02733300000001,Miller Fire,100.0,2019-10-25 15:05:52+00:00,1.0,3.0,7ff229e4-be94-4319-8916-19eb43753843,2019,10,2019-10
1384,35.0,2019,Alameda,1,,,37.62782,-121.68598,Mines Fire,,2019-10-24 23:16:18+00:00,,,87404846-bc30-41b8-82fe-31c9aedb9ef7,2019,10,2019-10
1385,35.0,2019,Stanislaus,50,,,37.420988,-121.371276,Rains Fire,,2019-07-18 09:07:57+00:00,,,900997e0-f30a-48bf-9358-971ca2afa1d6,2019,07,2019-07
1386,30.0,2019,Shasta,45,,,40.463936,-122.435492,Horse Fire,,2019-07-12 19:08:54+00:00,,,ab6d9c8e-5fbb-4a0d-a206-30e83ab51877,2019,07,2019-07
1387,27.0,2019,Calaveras,5,,,38.115224,-120.78068,Whiskey Fire,,2019-07-18 18:31:00+00:00,,,17596a7a-31fc-4270-8aaf-efe1df3ba848,2019,07,2019-07
1388,26.0,2019,San Bernardino,36,,,34.202883,-116.4449,La Barisa Fire,,2019-08-03 17:22:51+00:00,,,4433d477-a962-4ad9-a306-71f0f79fff65,2019,08,2019-08
1389,25.0,2019,San Diego,37,,,32.794768,-116.839743,Vista Fire,,2019-07-17 17:42:04+00:00,,,06fa2750-afea-4f88-b1c4-48b9bc21f4eb,2019,07,2019-07
1390,22.0,2019,El Dorado,9,,,38.538467,-120.96510500000001,Chaparral Fire,,2019-09-29 21:44:45+00:00,,,48f89096-4641-42cc-8ec4-9cba635e79a1,2019,09,2019-09
1391,22.0,2019,Alameda,1,,,37.093243,-121.586846,Mid Fire,,2019-07-12 18:40:09+00:00,,,3fc9ae75-8844-43a5-8330-6956cdb6e3a7,2019,07,2019-07
1392,15.0,2019,Contra Costa,7,,,38.045866,-122.245186,Nustar Fire,,2019-10-15 16:17:18+00:00,,,0baff961-3ce3-45ec-80f1-a72957f2f3f4,2019,10,2019-10
1393,12.0,2019,Riverside,33,,,33.463991,-116.914799,Sage Fire,,2019-08-27 11:33:56+00:00,,,faf6064e-fc50-4289-8486-1235f20289d7,2019,08,2019-08
1394,10.0,2019,Mendocino,23,,,39.613783000000005,-123.45878200000001,Wilson Fire,,2019-10-04 18:38:09+00:00,,,1dd6f339-956d-4ec5-bac5-713ba3cd53d4,2019,10,2019-10
1395,10.0,2019,Santa Cruz,44,,,37.178353,-122.07743,Deer Fire,,2019-09-03 15:36:45+00:00,,,23f65de3-bf4d-4edf-a5eb-b21299195b0f,2019,09,2019-09
1396,77758.0,2019,Sonoma,49,2.0,,38.792458,-122.78005300000001,Kincade Fire,55.0,2019-10-23 21:27:00+00:00,60.0,374.0,809d101c-8aa3-4a53-bf20-f38ae7ec7941,2019,10,2019-10
