UniqueId,Year-Month,Counties,AcresBurned,Month_x,COUNTY,MEDIAN_TMAX,MEAN_PRCP,cum_prcp
5ce45b6c-81b5-422c-9078-8c68dd872c8a,2013-06,Sonoma,28.0,6,Sonoma,78.7555555555556,1.76928571428571,7.08577496159754
0537a175-8fe9-4f5f-b56f-77848fa195f4,2013-08,Shasta,27.0,8,Shasta,90.2,0.0630434782608696,10.4998706243032
c6cfeed9-55bb-4fdb-8a52-e4d947dba721,2013-07,SanDiego,25.0,7,SanDiego,85.05,0.148860759493671,4.52075722168127
d489b45e-dcba-4eaa-8bb5-6a23255562da,2013-06,Lake,25.0,6,Lake,85.75,0.553333333333333,6.1525
a60e315c-23d5-4ba4-869c-5c1e22a25e7a,2013-05,Riverside,25.0,5,Riverside,84.3,0.2225,2.75566174055829
720f1d0a-81b7-4a00-85db-be3d9587ea3e,2013-11,Lake,23.0,11,Lake,65.4,0.946,7.54816666666667
23d84ebe-9c31-4e3c-b0ad-b23aa510abeb,2013-12,Mendocino,15.0,12,Mendocino,57.7875,0.619166666666667,12.300627039627
2b300dd5-4474-4b8a-9b4c-3a3014afe27d,2013-07,Riverside,15.0,7,Riverside,96.6,0.217777777777778,2.97418025907681
3ddf82b4-0631-4148-807e-181277adeca5,2013-05,Madera,15.0,5,Madera,81.5,0.35875,4.10517857142857
7d4f107b-66a9-43d2-819d-ec855c2947bf,2013-08,Humboldt,0.0,8,Humboldt,78.5,0.1255,14.4935004898483
befb9d5c-c0ea-48b8-8589-2586be0275af,2013-06,Riverside,0.0,6,Riverside,93.2,0.000740740740740741,2.75640248129903
3df6ecf7-f095-483d-b1c4-2dc969d61261,2014-09,ElDorado,97717.0,9,ElDorado,75.3,1.800625,26.1795714285714
550c60e9-6b15-4e64-bf4b-9bd5d1cb359d,2014-08,Siskiyou,50042.0,8,Siskiyou,87.1666666666667,0.322,10.438306561086
045a1a18-72e4-4579-b64c-f34b33a1031b,2014-07,Shasta,39736.0,7,Shasta,96.1642857142857,0.0608695652173913,20.8116472697994
3b2609f0-b3a2-493c-bf66-c5b5f64409f8,2014-07,Siskiyou,35302.0,7,Siskiyou,92.7708333333333,0.3725,10.116306561086
30702a48-f9b0-44c3-8ddb-acc837bc6a34,2014-07,Siskiyou,32496.0,7,Siskiyou,92.7708333333333,0.3725,10.116306561086
60ea04ec-5f5e-4a49-8fbc-fa50c17a1199,2014-07,Shasta,32416.0,7,Shasta,96.1642857142857,0.0608695652173913,20.8116472697994
2a3d56c7-2ba7-4f83-8e69-7ae9bab18b71,2014-05,SanDiego,14416.0,5,SanDiego,78.8,0.0089247311827957,3.51932668205415
61c14593-8614-4365-afa7-264fcaa6ea2a,2014-07,Madera,13838.0,7,Madera,97.5,0.0144444444444444,7.70183333333333
e3b7143d-6faa-4962-9fe5-c2d1559c5d20,2014-07,Modoc,13153.0,7,Modoc,89.2,0.436363636363636,12.6305858585859
3a1fab73-882a-478c-b289-504497db4d64,2014-07,Shasta,12661.0,7,Shasta,96.1642857142857,0.0608695652173913,20.8116472697994
7c6a9617-1c79-4b4d-9833-e76532f59103,2014-07,Mendocino,12536.0,7,Mendocino,88.93,0.0327272727272727,21.9016666666667
756d8f5b-bc05-4741-a5a3-3b20ca21906d,2014-07,Yolo,6488.0,7,Yolo,96.8,0.00375,8.49194444444445
9d3fb01e-c29e-436a-82f8-c110a0b35179,2014-07,Shasta,6258.0,7,Shasta,96.1642857142857,0.0608695652173913,20.8116472697994
59a31adf-4f31-4bf6-a6c6-fe62d2d2587f,2014-07,Siskiyou,5503.0,7,Siskiyou,92.7708333333333,0.3725,10.116306561086
2b35bd0d-169f-4a81-835b-13bf527031a6,2014-05,SanDiego,5367.0,5,SanDiego,78.8,0.0089247311827957,3.51932668205415
e54fa953-24b9-4581-86f3-9931fdf3ca5e,2014-06,Monterey,4840.0,6,Monterey,75.75,0.00529411764705882,7.85982107843137
8bc9d00d-5f81-4a73-b14f-8145890c8d50,2014-08,Mariposa,4772.0,8,Mariposa,86.05,0.0283333333333333,11.6080952380952
3383fa93-aaf8-4f81-a980-5ba86b893039,2014-07,Mariposa,4689.0,7,Mariposa,88.0,0.148333333333333,11.5797619047619
2437bb57-1d09-4892-8c26-a60661dae1d9,2014-07,Napa,4300.0,7,Napa,86.7,0.0,15.27
4d07ccc3-32be-4a1d-acac-18333884c97d,2014-07,Amador,4240.0,7,Amador,92.0,0.002,23.0504285714286
4b281a55-65b6-43e8-bab2-3689356d82e5,2014-08,Kern,4045.0,8,Kern,96.1,0.136521739130435,2.85907623142177
8ede9823-938e-4786-97b8-a0f42b852cb2,2014-06,Kern,3895.0,6,Kern,94.3,0.0,2.71891812865497
13bfff2c-cb2f-4ed9-a7f8-6985646a2d5d,2014-04,SanBernardino,2143.0,4,SanBernardino,76.6,0.4090625,2.44909698275862
1b1cba8f-7893-4eea-82d9-dc78663fd911,2014-05,SanDiego,1995.0,5,SanDiego,78.8,0.0089247311827957,3.51932668205415
1fe0ea01-23e8-47a1-8fbd-ced6cf655e4d,2014-01,LosAngeles,1952.0,1,LosAngeles,71.9,0.063,0.063
45abd556-f41f-4507-91a5-1cf2f751bb4c,2014-07,Kern,1680.0,7,Kern,99.2,0.00363636363636364,2.72255449229133
8f48a8a9-facf-49e8-92dc-ea1147e53792,2014-07,Modoc,1651.0,7,Modoc,89.2,0.436363636363636,12.6305858585859
9e5ee790-ee7e-4b40-b300-7a3046901162,2014-05,SanDiego,1548.0,5,SanDiego,78.8,0.0089247311827957,3.51932668205415
00089805-cdee-4607-8b67-1653bee463bc,2014-07,Modoc,1469.0,7,Modoc,89.2,0.436363636363636,12.6305858585859
b0b5efed-3edc-4a4b-97c8-95a79d12d0c6,2014-05,SanDiego,1457.0,5,SanDiego,78.8,0.0089247311827957,3.51932668205415
b22e378f-bfbc-40b8-aaa7-29ec6db13db1,2014-09,Shasta,1375.0,9,Shasta,86.3,2.16,23.2455603132777
c7f39aa9-394d-4d19-bcd9-a8ee4f036e01,2014-07,Mariposa,1080.0,7,Mariposa,88.0,0.148333333333333,11.5797619047619
568ea489-caa1-43c3-928a-9d0b836c0c54,2014-09,Orange,968.0,9,Orange,88.4,0.0394736842105263,4.13301702786378
8d3451be-f3be-4a8b-b747-ab121f0d52cb,2014-05,Mariposa,677.0,5,Mariposa,72.2,0.415,11.3734285714286
d08b0c4e-35d3-43fb-8af8-1756b1789172,2014-05,SantaBarbara,632.0,5,SantaBarbara,76.3,0.0707692307692308,5.95956043956044
58e7e466-8807-404e-9ef6-5a6ae11a0084,2014-08,Madera,612.0,8,Madera,94.6,0.00555555555555556,7.70738888888889
cc18296d-573a-4737-8e4e-1221d75d1e7b,2014-05,SanDiego,600.0,5,SanDiego,78.8,0.0089247311827957,3.51932668205415
3b954901-aa80-4894-b330-c287d47b68be,2014-08,Trinity,580.0,8,Trinity,94.4,0.01,14.06
ad164a35-8b27-4f96-b78e-952b08a333e8,2014-09,Siskiyou,516.0,9,Siskiyou,81.1083333333333,1.845,12.283306561086
1a0bbf7e-7f9b-4359-9c91-85dec2e2869a,2014-06,Tuolumne,487.0,6,Tuolumne,66.1,0.7,11.75
d71ab3e8-ead1-4d54-b489-2a2f23073d8b,2014-10,Placer,459.0,10,Placer,64.75,1.20722222222222,25.2361420708634
60b1ae62-1688-44b3-8447-66785e692e92,2014-09,Mendocino,403.0,9,Mendocino,82.93,1.45363636363636,23.4011363636364
cb580f06-5d43-46aa-8b2c-f2b5a21eff02,2014-03,Monterey,400.0,3,Monterey,70.4,2.08733333333333,6.4117818627451
69b38608-fab1-4df5-b9e9-0fd28bc505ba,2014-07,Butte,389.0,7,Butte,93.65,0.0190909090909091,18.1220629370629
ebea3cc2-c0ad-4de2-829a-0b544183461b,2014-05,SanDiego,380.0,5,SanDiego,78.8,0.0089247311827957,3.51932668205415
af1dd364-be2a-4818-81fb-dea0e527d6c5,2014-03,Riverside,350.0,3,Riverside,76.6,1.32481481481481,2.18481481481481
6d75c6a4-12cb-4f18-8951-f2737e980916,2014-01,Humboldt,333.0,1,Humboldt,58.25,1.98689655172414,1.98689655172414
614efdbb-937e-47a0-9ffd-919e5e0de436,2014-09,Madera,320.0,9,Madera,90.4,0.488888888888889,8.19627777777778
ba17d495-8ce6-4a0f-a3ba-487bd877969e,2014-10,Mariposa,311.0,10,Mariposa,76.8,0.175714285714286,12.6709523809524
987ced78-a554-4a1b-a2f2-2f8329292067,2014-09,Mariposa,300.0,9,Mariposa,85.0,0.887142857142857,12.4952380952381
deb3922d-eba2-4f08-abf7-d453d14e32ab,2014-07,Merced,300.0,7,Merced,97.3,0.0,4.08133333333333
